Source Name,RA,Dec,Significance,Energy Flux,L_BL Lac,L_FSRQ
4FGL J0002.3-0815,0.5937,-8.2652,5.1000,$(1.3\pm0.35)	imes10^{-12}$,0.9084,0.0916
4FGL J0958.8+7039,149.7070,70.6576,4.4400,$(0.6\pm0.20)	imes10^{-12}$,0.9069,0.0931
4FGL J1254.2-2205,193.5521,-22.0872,11.9000,$(4.4\pm0.51)	imes10^{-12}$,0.9064,0.0936
4FGL J2357.0-4840,359.2658,-48.6707,10.2300,$(2.2\pm0.30)	imes10^{-12}$,0.9059,0.0941
4FGL J2321.4+5111,350.3654,51.1945,11.3200,$(2.0\pm0.36)	imes10^{-12}$,0.9045,0.0955
4FGL J0028.1+7505,7.0444,75.0962,10.6200,$(2.2\pm0.39)	imes10^{-12}$,0.9041,0.0959
4FGL J2249.7-5944,342.4293,-59.7443,10.4500,$(2.3\pm0.31)	imes10^{-12}$,0.9041,0.0959
4FGL J0915.4-3027,138.8750,-30.4642,11.7900,$(3.8\pm0.56)	imes10^{-12}$,0.9039,0.0961
4FGL J0515.9+0537,78.9852,5.6219,4.2500,$(1.9\pm0.52)	imes10^{-12}$,0.9038,0.0962
4FGL J0312.4-3221,48.1095,-32.3555,6.9400,$(1.4\pm0.26)	imes10^{-12}$,0.9034,0.0966
4FGL J0214.4-5822,33.6024,-58.3698,6.6400,$(1.2\pm0.24)	imes10^{-12}$,0.9034,0.0966
4FGL J0324.8-2043,51.2191,-20.7285,5.9400,$(1.2\pm0.28)	imes10^{-12}$,0.9031,0.0969
4FGL J0558.1-2859,89.5388,-28.9835,7.4300,$(1.4\pm0.33)	imes10^{-12}$,0.9022,0.0978
4FGL J0333.1+8227,53.2971,82.4501,12.3800,$(2.2\pm0.36)	imes10^{-12}$,0.9014,0.0986
4FGL J2335.9-5811,353.9810,-58.1865,4.4500,$(0.6\pm0.20)	imes10^{-12}$,0.9011,0.0989
4FGL J1808.8+2419,272.2110,24.3258,6.2100,$(1.9\pm0.44)	imes10^{-12}$,0.9003,0.0997
4FGL J1225.6-7313,186.4080,-73.2323,10.1300,$(4.1\pm0.56)	imes10^{-12}$,0.8999,0.1001
4FGL J1105.8-0731,166.4735,-7.5319,9.6000,$(2.7\pm0.39)	imes10^{-12}$,0.8995,0.1005
4FGL J1209.4+7608,182.3625,76.1370,12.3600,$(1.5\pm0.24)	imes10^{-12}$,0.8989,0.1011
4FGL J1619.0+7536,244.7640,75.6098,13.0300,$(1.6\pm0.26)	imes10^{-12}$,0.8987,0.1013
4FGL J1602.1+3324,240.5307,33.4136,12.8500,$(3.3\pm0.33)	imes10^{-12}$,0.8987,0.1013
4FGL J0009.8+1340,2.4653,13.6712,4.8400,$(1.2\pm0.32)	imes10^{-12}$,0.8972,0.1028
4FGL J0509.2+5550,77.3192,55.8343,8.1700,$(2.9\pm0.66)	imes10^{-12}$,0.8960,0.1040
4FGL J0440.2+4246,70.0696,42.7667,4.8400,$(0.9\pm0.26)	imes10^{-12}$,0.8954,0.1046
4FGL J1051.2-6517,162.8163,-65.2997,14.1600,$(7.6\pm0.81)	imes10^{-12}$,0.8944,0.1056
4FGL J1453.0-1318,223.2597,-13.3118,5.5500,$(2.3\pm0.48)	imes10^{-12}$,0.8942,0.1058
4FGL J2249.9+0452,342.4849,4.8692,6.7300,$(2.1\pm0.38)	imes10^{-12}$,0.8939,0.1061
4FGL J0204.1-2919,31.0473,-29.3217,5.2300,$(0.5\pm0.16)	imes10^{-12}$,0.8938,0.1062
4FGL J2210.8+3203,332.7238,32.0533,4.3100,$(0.7\pm0.25)	imes10^{-12}$,0.8934,0.1066
4FGL J0845.4+0442,131.3504,4.7147,7.1000,$(2.0\pm0.37)	imes10^{-12}$,0.8915,0.1085
4FGL J2359.9+3145,359.9908,31.7601,10.6300,$(1.9\pm0.38)	imes10^{-12}$,0.8909,0.1091
4FGL J1646.6+7422,251.6624,74.3712,5.7000,$(1.2\pm0.24)	imes10^{-12}$,0.8903,0.1097
4FGL J1443.7-0954,220.9429,-9.9022,5.5600,$(2.3\pm0.46)	imes10^{-12}$,0.8902,0.1098
4FGL J1136.0-6824,174.0207,-68.4113,10.4700,$(5.2\pm0.82)	imes10^{-12}$,0.8895,0.1105
4FGL J0809.9-7028,122.4803,-70.4670,4.5100,$(0.9\pm0.31)	imes10^{-12}$,0.8888,0.1112
4FGL J0245.4-5950,41.3510,-59.8349,6.9400,$(1.6\pm0.28)	imes10^{-12}$,0.8884,0.1116
4FGL J1428.8+7429,217.2026,74.4850,6.5100,$(1.1\pm0.24)	imes10^{-12}$,0.8877,0.1123
4FGL J2251.2+5550,342.8039,55.8431,5.1200,$(1.3\pm0.42)	imes10^{-12}$,0.8866,0.1134
4FGL J1643.7+3317,250.9433,33.2990,7.6800,$(0.8\pm0.23)	imes10^{-12}$,0.8850,0.1150
4FGL J2107.6-4148,316.9083,-41.8157,6.8400,$(1.7\pm0.45)	imes10^{-12}$,0.8849,0.1151
4FGL J1633.8+0701,248.4543,7.0309,10.8500,$(3.2\pm0.53)	imes10^{-12}$,0.8816,0.1184
4FGL J1410.5+6215,212.6283,62.2662,4.4200,$(0.7\pm0.22)	imes10^{-12}$,0.8814,0.1186
4FGL J0345.5-3301,56.3788,-33.0225,5.9000,$(1.4\pm0.27)	imes10^{-12}$,0.8810,0.1190
4FGL J1207.2-0524,181.8185,-5.4105,9.3000,$(1.5\pm0.33)	imes10^{-12}$,0.8806,0.1194
4FGL J1234.7-0434,188.6886,-4.5669,6.2700,$(1.8\pm0.39)	imes10^{-12}$,0.8799,0.1201
4FGL J2115.8+6753,318.9543,67.8851,6.4600,$(1.3\pm0.33)	imes10^{-12}$,0.8793,0.1207
4FGL J1849.3-6447,282.3438,-64.7835,9.3000,$(1.5\pm0.32)	imes10^{-12}$,0.8788,0.1212
4FGL J1200.8-1429,180.2095,-14.4898,7.3200,$(2.1\pm0.41)	imes10^{-12}$,0.8775,0.1225
4FGL J1850.1-0758,282.5394,-7.9701,9.5200,$(7.1\pm1.12)	imes10^{-12}$,0.8759,0.1241
4FGL J0509.3-2917,77.3500,-29.2916,6.8100,$(1.7\pm0.30)	imes10^{-12}$,0.8737,0.1263
4FGL J1250.8+3117,192.7218,31.2858,12.9700,$(2.2\pm0.36)	imes10^{-12}$,0.8727,0.1273
4FGL J2024.8+2734,306.2059,27.5705,4.3300,$(1.6\pm0.50)	imes10^{-12}$,0.8716,0.1284
4FGL J0637.4-3537,99.3708,-35.6264,7.5500,$(2.4\pm0.39)	imes10^{-12}$,0.8711,0.1289
4FGL J0630.2+3228,97.5576,32.4681,4.7400,$(1.6\pm0.44)	imes10^{-12}$,0.8710,0.1290
4FGL J0412.7-3927,63.1872,-39.4623,4.5800,$(0.8\pm0.23)	imes10^{-12}$,0.8693,0.1307
4FGL J0456.4-4043,74.1111,-40.7222,4.7600,$(1.3\pm0.33)	imes10^{-12}$,0.8680,0.1320
4FGL J1848.1-4230,282.0286,-42.5130,7.8900,$(3.2\pm0.54)	imes10^{-12}$,0.8679,0.1321
4FGL J0259.3+5453,44.8486,54.8910,5.4100,$(2.1\pm0.60)	imes10^{-12}$,0.8646,0.1354
4FGL J1632.2+0854,248.0597,8.9044,9.2800,$(3.4\pm0.52)	imes10^{-12}$,0.8645,0.1355
4FGL J1201.1-0332,180.2909,-3.5426,6.5000,$(1.8\pm0.35)	imes10^{-12}$,0.8644,0.1356
4FGL J2134.3-6511,323.5912,-65.1859,7.1400,$(2.1\pm0.43)	imes10^{-12}$,0.8620,0.1380
4FGL J0751.0+7908,117.7678,79.1394,26.2200,$(4.3\pm0.39)	imes10^{-12}$,0.8617,0.1383
4FGL J0725.6-3530,111.4194,-35.5009,6.1700,$(2.0\pm0.49)	imes10^{-12}$,0.8610,0.1390
4FGL J1323.0+2941,200.7616,29.6871,41.5800,$(13.3\pm0.72)	imes10^{-12}$,0.8599,0.1401
4FGL J1828.7+3230,277.1819,32.5132,15.7300,$(3.1\pm0.35)	imes10^{-12}$,0.8593,0.1407
4FGL J0842.3-6053,130.5979,-60.8919,23.7700,$(7.3\pm0.73)	imes10^{-12}$,0.8583,0.1417
4FGL J1035.3-2050,158.8291,-20.8446,6.9400,$(2.2\pm0.41)	imes10^{-12}$,0.8567,0.1433
4FGL J1504.9+2027,226.2454,20.4509,9.5200,$(3.3\pm0.43)	imes10^{-12}$,0.8565,0.1435
4FGL J0149.6-0734,27.4048,-7.5830,3.9400,$(0.5\pm0.20)	imes10^{-12}$,0.8554,0.1446
4FGL J0335.8+2733,53.9585,27.5614,4.5600,$(1.3\pm0.40)	imes10^{-12}$,0.8550,0.1450
4FGL J2031.9+2403,307.9785,24.0631,4.3200,$(1.2\pm0.37)	imes10^{-12}$,0.8514,0.1486
4FGL J2148.9-0121,327.2346,-1.3574,4.9100,$(1.6\pm0.41)	imes10^{-12}$,0.8501,0.1499
4FGL J1544.3-0649,236.0785,-6.8255,28.8500,$(11.8\pm0.87)	imes10^{-12}$,0.8494,0.1506
4FGL J0204.3-3140,31.0751,-31.6713,6.6300,$(1.6\pm0.29)	imes10^{-12}$,0.8489,0.1511
4FGL J0856.4-5309,134.1229,-53.1638,6.9400,$(3.4\pm0.81)	imes10^{-12}$,0.8489,0.1511
4FGL J0703.3-1042,105.8287,-10.7092,4.6000,$(4.1\pm1.50)	imes10^{-12}$,0.8484,0.1516
4FGL J0814.5-2642,123.6266,-26.7026,4.5600,$(2.3\pm0.53)	imes10^{-12}$,0.8467,0.1533
4FGL J1845.0+1613,281.2623,16.2186,11.7100,$(8.2\pm1.04)	imes10^{-12}$,0.8464,0.1536
4FGL J1507.3-3710,226.8328,-37.1801,9.7800,$(2.8\pm0.54)	imes10^{-12}$,0.8461,0.1539
4FGL J1219.9+6056,184.9837,60.9350,9.5100,$(1.9\pm0.27)	imes10^{-12}$,0.8458,0.1542
4FGL J0849.4-2911,132.3511,-29.1863,13.6000,$(3.9\pm0.56)	imes10^{-12}$,0.8439,0.1561
4FGL J1329.4-0530,202.3738,-5.5060,11.5200,$(2.3\pm0.41)	imes10^{-12}$,0.8426,0.1574
4FGL J1027.6+8251,156.9227,82.8611,10.1400,$(2.3\pm0.31)	imes10^{-12}$,0.8423,0.1577
4FGL J2232.3+7616,338.0921,76.2670,4.6800,$(1.3\pm0.38)	imes10^{-12}$,0.8419,0.1581
4FGL J2033.7+6308,308.4271,63.1349,9.5200,$(1.7\pm0.31)	imes10^{-12}$,0.8415,0.1585
4FGL J1014.3+4112,153.5908,41.2083,9.4900,$(2.4\pm0.33)	imes10^{-12}$,0.8414,0.1586
4FGL J1921.7+5817,290.4473,58.2965,4.4300,$(0.7\pm0.22)	imes10^{-12}$,0.8410,0.1590
4FGL J2208.1-4507,332.0443,-45.1261,4.8100,$(0.9\pm0.25)	imes10^{-12}$,0.8401,0.1599
4FGL J2042.7-0155,310.6928,-1.9223,7.2700,$(2.9\pm0.46)	imes10^{-12}$,0.8389,0.1611
4FGL J2049.0+1647,312.2575,16.7897,8.7100,$(3.2\pm0.54)	imes10^{-12}$,0.8376,0.1624
4FGL J0536.5-2548,84.1267,-25.8012,9.1600,$(1.6\pm0.34)	imes10^{-12}$,0.8371,0.1629
4FGL J0813.7-0356,123.4294,-3.9498,9.3600,$(2.0\pm0.42)	imes10^{-12}$,0.8365,0.1635
4FGL J0246.6-3348,41.6637,-33.8097,4.5400,$(0.8\pm0.23)	imes10^{-12}$,0.8362,0.1638
4FGL J0056.6-5317,14.1591,-53.2956,10.6500,$(2.2\pm0.28)	imes10^{-12}$,0.8356,0.1644
4FGL J1318.1-1740,199.5372,-17.6777,6.8100,$(1.8\pm0.41)	imes10^{-12}$,0.8354,0.1646
4FGL J2040.0-5737,310.0132,-57.6183,10.7100,$(4.1\pm0.49)	imes10^{-12}$,0.8329,0.1671
4FGL J0714.4+1110,108.6210,11.1811,7.0700,$(2.4\pm0.41)	imes10^{-12}$,0.8324,0.1676
4FGL J2251.7-3208,342.9436,-32.1396,7.8100,$(1.5\pm0.33)	imes10^{-12}$,0.8323,0.1677
4FGL J0654.6-4952,103.6669,-49.8680,9.2000,$(3.1\pm0.39)	imes10^{-12}$,0.8322,0.1678
4FGL J1815.2-2715,273.8131,-27.2574,9.2200,$(6.3\pm1.49)	imes10^{-12}$,0.8319,0.1681
4FGL J0918.9-0625,139.7281,-6.4178,6.8600,$(1.5\pm0.36)	imes10^{-12}$,0.8319,0.1681
4FGL J0332.8+1557,53.2156,15.9593,4.1000,$(0.7\pm0.23)	imes10^{-12}$,0.8317,0.1683
4FGL J0658.2+2709,104.5735,27.1501,5.2000,$(1.6\pm0.36)	imes10^{-12}$,0.8305,0.1695
4FGL J1102.9-5628,165.7386,-56.4774,6.6000,$(3.0\pm0.60)	imes10^{-12}$,0.8300,0.1700
4FGL J0733.6+3649,113.4196,36.8225,7.0300,$(2.1\pm0.35)	imes10^{-12}$,0.8286,0.1714
4FGL J1843.8-2011,280.9592,-20.1961,8.9400,$(3.0\pm0.56)	imes10^{-12}$,0.8285,0.1715
4FGL J1718.0-3055,259.5229,-30.9298,11.6800,$(6.4\pm1.26)	imes10^{-12}$,0.8275,0.1725
4FGL J1358.9-0703,209.7392,-7.0621,7.1400,$(1.2\pm0.26)	imes10^{-12}$,0.8261,0.1739
4FGL J1528.2-2905,232.0743,-29.0856,5.4100,$(2.1\pm0.47)	imes10^{-12}$,0.8252,0.1748
4FGL J1123.6+8028,170.9118,80.4670,11.0400,$(1.5\pm0.30)	imes10^{-12}$,0.8250,0.1750
4FGL J0958.4-2441,149.6073,-24.6867,13.1500,$(2.9\pm0.43)	imes10^{-12}$,0.8250,0.1750
4FGL J0146.3+4606,26.5916,46.1109,9.4600,$(2.7\pm0.38)	imes10^{-12}$,0.8243,0.1757
4FGL J0628.6+6900,97.1695,69.0006,10.9500,$(2.8\pm0.33)	imes10^{-12}$,0.8235,0.1765
4FGL J1858.5+0640,284.6300,6.6766,9.1600,$(14.9\pm2.82)	imes10^{-12}$,0.8235,0.1765
4FGL J1602.0-0641,240.5039,-6.6856,6.5200,$(2.0\pm0.49)	imes10^{-12}$,0.8235,0.1765
4FGL J2047.9-3122,311.9808,-31.3778,10.2200,$(3.5\pm0.45)	imes10^{-12}$,0.8232,0.1768
4FGL J1416.1+1320,214.0285,13.3470,50.9700,$(19.4\pm0.89)	imes10^{-12}$,0.8232,0.1768
4FGL J0228.1+8208,37.0303,82.1434,6.4800,$(0.7\pm0.14)	imes10^{-12}$,0.8232,0.1768
4FGL J1942.5-5827,295.6425,-58.4550,8.5600,$(2.5\pm0.37)	imes10^{-12}$,0.8230,0.1770
4FGL J0713.5+2537,108.3756,25.6317,6.9400,$(1.4\pm0.39)	imes10^{-12}$,0.8215,0.1785
4FGL J2110.3+0404,317.5944,4.0826,8.7900,$(2.8\pm0.47)	imes10^{-12}$,0.8211,0.1789
4FGL J0729.1-3131,112.2819,-31.5261,7.4000,$(3.8\pm0.61)	imes10^{-12}$,0.8190,0.1810
4FGL J1039.2-2848,159.8214,-28.8084,5.7400,$(2.0\pm0.52)	imes10^{-12}$,0.8177,0.1823
4FGL J1017.3+5204,154.3484,52.0726,5.7300,$(0.9\pm0.21)	imes10^{-12}$,0.8173,0.1827
4FGL J1330.7+5200,202.6823,52.0136,16.1100,$(4.2\pm0.37)	imes10^{-12}$,0.8164,0.1836
4FGL J0535.7-6604c,83.9471,-66.0792,4.8600,$(1.2\pm0.32)	imes10^{-12}$,0.8163,0.1837
4FGL J1035.9-3108,158.9872,-31.1461,4.9400,$(1.6\pm0.39)	imes10^{-12}$,0.8152,0.1848
4FGL J2001.5-0818,300.3754,-8.3162,5.3800,$(2.7\pm0.58)	imes10^{-12}$,0.8146,0.1854
4FGL J0340.5-0256,55.1484,-2.9350,9.1800,$(1.8\pm0.40)	imes10^{-12}$,0.8142,0.1858
4FGL J0151.0+0539,27.7738,5.6534,8.5200,$(2.5\pm0.42)	imes10^{-12}$,0.8129,0.1871
4FGL J0717.7-5519,109.4359,-55.3198,9.5000,$(1.7\pm0.34)	imes10^{-12}$,0.8129,0.1871
4FGL J1857.9+0313c,284.4784,3.2185,6.0000,$(21.6\pm6.78)	imes10^{-12}$,0.8124,0.1876
4FGL J1638.0+0042,249.5161,0.7013,5.6900,$(1.5\pm0.38)	imes10^{-12}$,0.8121,0.1879
4FGL J0746.5-0710,116.6316,-7.1804,16.7600,$(5.4\pm0.66)	imes10^{-12}$,0.8109,0.1891
4FGL J1934.2+6002,293.5640,60.0412,13.7600,$(2.0\pm0.29)	imes10^{-12}$,0.8108,0.1892
4FGL J0749.0-3904,117.2670,-39.0709,5.4100,$(2.8\pm0.67)	imes10^{-12}$,0.8099,0.1901
4FGL J1556.6+1417,239.1532,14.2857,4.4700,$(0.8\pm0.25)	imes10^{-12}$,0.8097,0.1903
4FGL J1222.0-4121,185.5146,-41.3631,4.9900,$(0.8\pm0.24)	imes10^{-12}$,0.8086,0.1914
4FGL J1913.4-3629,288.3507,-36.4885,11.8200,$(4.6\pm0.98)	imes10^{-12}$,0.8083,0.1917
4FGL J1046.0+5448,161.5189,54.8143,5.8000,$(1.2\pm0.25)	imes10^{-12}$,0.8083,0.1917
4FGL J2207.0+3607,331.7735,36.1241,5.3700,$(1.4\pm0.35)	imes10^{-12}$,0.8079,0.1921
4FGL J1117.7-3650,169.4377,-36.8349,6.5200,$(2.1\pm0.39)	imes10^{-12}$,0.8052,0.1948
4FGL J0938.9-6403,144.7470,-64.0518,8.5700,$(3.4\pm0.50)	imes10^{-12}$,0.8047,0.1953
4FGL J1102.8-0148,165.7009,-1.8108,4.4200,$(0.7\pm0.26)	imes10^{-12}$,0.8038,0.1962
4FGL J0342.8-3007,55.7090,-30.1286,6.5000,$(0.7\pm0.17)	imes10^{-12}$,0.8037,0.1963
4FGL J0257.0+3358,44.2663,33.9728,6.7900,$(1.2\pm0.30)	imes10^{-12}$,0.7999,0.2001
4FGL J1039.6+0535,159.9102,5.5913,7.8400,$(1.8\pm0.41)	imes10^{-12}$,0.7983,0.2017
4FGL J1240.4-2606,190.1110,-26.1155,6.6000,$(2.7\pm0.49)	imes10^{-12}$,0.7978,0.2022
4FGL J1441.7+1836,220.4402,18.6072,9.8300,$(2.7\pm0.37)	imes10^{-12}$,0.7972,0.2028
4FGL J0311.2+6856,47.8043,68.9385,7.1300,$(3.2\pm0.63)	imes10^{-12}$,0.7957,0.2043
4FGL J1124.6-0809,171.1625,-8.1570,5.6600,$(1.8\pm0.43)	imes10^{-12}$,0.7941,0.2059
4FGL J0514.5+6247,78.6269,62.7978,8.8800,$(2.8\pm0.42)	imes10^{-12}$,0.7913,0.2087
4FGL J1322.6-1617,200.6738,-16.2904,7.8800,$(2.2\pm0.38)	imes10^{-12}$,0.7908,0.2092
4FGL J0805.0+6746,121.2519,67.7678,6.1300,$(0.6\pm0.15)	imes10^{-12}$,0.7897,0.2103
4FGL J0003.5+0717,0.8796,7.2950,4.8900,$(0.8\pm0.25)	imes10^{-12}$,0.7865,0.2135
4FGL J1950.6-5547,297.6608,-55.7930,4.2600,$(1.3\pm0.36)	imes10^{-12}$,0.7858,0.2142
4FGL J0436.2-0038,69.0504,-0.6470,6.2900,$(1.1\pm0.28)	imes10^{-12}$,0.7811,0.2189
4FGL J0653.6+1636,103.4105,16.6106,10.3400,$(3.6\pm0.50)	imes10^{-12}$,0.7811,0.2189
4FGL J0505.8+3322,76.4554,33.3742,7.3000,$(3.6\pm0.66)	imes10^{-12}$,0.7789,0.2211
4FGL J1751.6-1750,267.9064,-17.8380,8.2400,$(7.7\pm1.40)	imes10^{-12}$,0.7748,0.2252
4FGL J2200.7-2414,330.1815,-24.2421,10.4500,$(3.0\pm0.38)	imes10^{-12}$,0.7742,0.2258
4FGL J1537.7-7957,234.4395,-79.9575,20.9300,$(8.1\pm0.57)	imes10^{-12}$,0.7735,0.2265
4FGL J0456.3-1634,74.0782,-16.5759,9.3400,$(1.5\pm0.30)	imes10^{-12}$,0.7732,0.2268
4FGL J0733.1+5910,113.2764,59.1707,10.4300,$(2.5\pm0.31)	imes10^{-12}$,0.7698,0.2302
4FGL J1451.8-3851,222.9562,-38.8536,3.4300,$(1.1\pm0.42)	imes10^{-12}$,0.7694,0.2306
4FGL J1736.9-3357,264.2300,-33.9633,5.4600,$(7.2\pm3.98)	imes10^{-12}$,0.7685,0.2315
4FGL J0459.2-2612,74.8003,-26.2140,4.0500,$(1.1\pm0.35)	imes10^{-12}$,0.7660,0.2340
4FGL J1549.4+7409,237.3553,74.1663,10.0800,$(2.4\pm0.29)	imes10^{-12}$,0.7638,0.2362
4FGL J1717.3-6045,259.3398,-60.7539,8.3100,$(2.0\pm0.41)	imes10^{-12}$,0.7617,0.2383
4FGL J1209.0-4630,182.2689,-46.5020,5.5000,$(1.8\pm0.43)	imes10^{-12}$,0.7608,0.2392
4FGL J0420.3-3745,65.0936,-37.7522,35.8700,$(10.6\pm0.77)	imes10^{-12}$,0.7598,0.2402
4FGL J1917.7-6442,289.4326,-64.7008,5.6100,$(0.9\pm0.32)	imes10^{-12}$,0.7588,0.2412
4FGL J0829.4+4019,127.3581,40.3189,6.8300,$(1.9\pm0.38)	imes10^{-12}$,0.7588,0.2412
4FGL J0856.8+8559,134.2240,85.9946,5.2800,$(1.2\pm0.31)	imes10^{-12}$,0.7567,0.2433
4FGL J1613.3-1907,243.3480,-19.1239,3.0100,$(1.6\pm0.48)	imes10^{-12}$,0.7553,0.2447
4FGL J1559.8-2525,239.9671,-25.4235,7.7100,$(3.8\pm0.60)	imes10^{-12}$,0.7531,0.2469
4FGL J2103.7-1112,315.9353,-11.2113,25.3200,$(5.8\pm0.43)	imes10^{-12}$,0.7512,0.2488
4FGL J0541.4-7334,85.3514,-73.5774,7.6100,$(2.5\pm0.42)	imes10^{-12}$,0.7512,0.2488
4FGL J2351.7-3416,357.9280,-34.2676,5.4300,$(1.0\pm0.33)	imes10^{-12}$,0.7504,0.2496
4FGL J0952.6-5048,148.1566,-50.8112,5.9100,$(3.0\pm0.66)	imes10^{-12}$,0.7502,0.2498
4FGL J0303.2+3149,45.8084,31.8207,8.1700,$(2.6\pm0.53)	imes10^{-12}$,0.7483,0.2517
4FGL J0832.2+2753,128.0727,27.8932,4.8000,$(1.5\pm0.34)	imes10^{-12}$,0.7480,0.2520
4FGL J0614.9+2426,93.7394,24.4475,6.3900,$(2.0\pm0.61)	imes10^{-12}$,0.7475,0.2525
4FGL J0259.5-1705,44.8916,-17.0942,7.1200,$(0.9\pm0.26)	imes10^{-12}$,0.7464,0.2536
4FGL J0106.9-4832,16.7437,-48.5347,5.5100,$(1.2\pm0.25)	imes10^{-12}$,0.7462,0.2538
4FGL J1208.8-2754,182.2199,-27.9097,9.8800,$(2.0\pm0.45)	imes10^{-12}$,0.7452,0.2548
4FGL J1106.2-1048,166.5699,-10.8093,7.9100,$(2.5\pm0.40)	imes10^{-12}$,0.7445,0.2555
4FGL J0806.1-0458,121.5390,-4.9792,4.4200,$(0.6\pm0.20)	imes10^{-12}$,0.7439,0.2561
4FGL J0810.9-4926,122.7287,-49.4364,5.0800,$(2.9\pm0.71)	imes10^{-12}$,0.7433,0.2567
4FGL J0315.4-2643,48.8626,-26.7327,9.8000,$(1.6\pm0.33)	imes10^{-12}$,0.7404,0.2596
4FGL J1623.4+0858,245.8669,8.9763,7.4400,$(2.1\pm0.41)	imes10^{-12}$,0.7394,0.2606
4FGL J1745.1+4731,266.2833,47.5231,4.3400,$(1.1\pm0.29)	imes10^{-12}$,0.7391,0.2609
4FGL J1536.9-3731,234.2386,-37.5322,4.6100,$(1.8\pm0.50)	imes10^{-12}$,0.7385,0.2615
4FGL J0621.2-2213,95.3137,-22.2212,7.2200,$(2.4\pm0.40)	imes10^{-12}$,0.7362,0.2638
4FGL J1033.7+3708,158.4301,37.1412,17.0500,$(4.7\pm0.45)	imes10^{-12}$,0.7359,0.2641
4FGL J0259.4+0308,44.8544,3.1487,4.1800,$(0.9\pm0.31)	imes10^{-12}$,0.7339,0.2661
4FGL J1354.2+6934,208.5728,69.5676,6.7300,$(1.4\pm0.24)	imes10^{-12}$,0.7301,0.2699
4FGL J1731.9-2719,262.9821,-27.3294,8.0200,$(11.7\pm2.21)	imes10^{-12}$,0.7300,0.2700
4FGL J0412.3+0239,63.0991,2.6510,9.6700,$(4.5\pm0.59)	imes10^{-12}$,0.7284,0.2716
4FGL J0308.1-2852,47.0352,-28.8728,8.1200,$(1.8\pm0.29)	imes10^{-12}$,0.7278,0.2722
4FGL J0451.8+5721,72.9698,57.3548,8.6900,$(1.7\pm0.36)	imes10^{-12}$,0.7266,0.2734
4FGL J0450.7-4938,72.6864,-49.6488,6.1000,$(1.3\pm0.26)	imes10^{-12}$,0.7256,0.2744
4FGL J1331.7-0647,202.9450,-6.7948,8.8600,$(1.6\pm0.33)	imes10^{-12}$,0.7254,0.2746
4FGL J2224.5+0353,336.1251,3.8936,5.2800,$(1.4\pm0.35)	imes10^{-12}$,0.7242,0.2758
4FGL J0233.5+0654,38.3857,6.9083,15.7500,$(6.1\pm0.51)	imes10^{-12}$,0.7240,0.2760
4FGL J0047.9+5448,11.9872,54.8017,7.0600,$(1.5\pm0.36)	imes10^{-12}$,0.7218,0.2782
4FGL J1435.3+7120,218.8465,71.3354,4.9600,$(0.5\pm0.12)	imes10^{-12}$,0.7218,0.2782
4FGL J0151.4-3607,27.8704,-36.1270,10.0800,$(2.5\pm0.31)	imes10^{-12}$,0.7217,0.2783
4FGL J1243.9-0218,190.9845,-2.3082,11.9600,$(2.8\pm0.50)	imes10^{-12}$,0.7203,0.2797
4FGL J0632.0-1032,98.0226,-10.5335,9.7600,$(5.0\pm1.03)	imes10^{-12}$,0.7197,0.2803
4FGL J1635.6+3500,248.9007,35.0141,7.3900,$(0.7\pm0.17)	imes10^{-12}$,0.7183,0.2817
4FGL J2353.1-4806,358.2892,-48.1109,12.2600,$(2.6\pm0.31)	imes10^{-12}$,0.7163,0.2837
4FGL J1510.8+7959,227.7047,79.9910,9.6600,$(1.7\pm0.24)	imes10^{-12}$,0.7161,0.2839
4FGL J2030.8-6959,307.7045,-69.9927,6.6400,$(1.8\pm0.33)	imes10^{-12}$,0.7158,0.2842
4FGL J2029.1-1839,307.2822,-18.6623,6.7400,$(2.8\pm0.47)	imes10^{-12}$,0.7151,0.2849
4FGL J2205.0+7432,331.2719,74.5462,7.1000,$(1.4\pm0.30)	imes10^{-12}$,0.7150,0.2850
4FGL J0348.8-0828,57.2123,-8.4770,5.2400,$(1.9\pm0.39)	imes10^{-12}$,0.7138,0.2862
4FGL J2034.9-0450,308.7473,-4.8451,8.3700,$(3.0\pm0.46)	imes10^{-12}$,0.7101,0.2899
4FGL J0524.1-5659,81.0328,-56.9863,6.2300,$(1.6\pm0.31)	imes10^{-12}$,0.7073,0.2927
4FGL J0147.6+1547,26.9015,15.7955,4.7200,$(1.5\pm0.37)	imes10^{-12}$,0.7064,0.2936
4FGL J0952.3-4342,148.0918,-43.7103,4.5100,$(2.2\pm0.56)	imes10^{-12}$,0.7022,0.2978
4FGL J0014.3-0500,3.5864,-5.0120,13.1000,$(5.2\pm0.63)	imes10^{-12}$,0.7005,0.2995
4FGL J1937.2-4217,294.3190,-42.2920,13.4600,$(3.6\pm0.53)	imes10^{-12}$,0.6990,0.3010
4FGL J1646.0-0942,251.5119,-9.7126,6.8400,$(3.7\pm0.79)	imes10^{-12}$,0.6952,0.3048
4FGL J0807.2-7630,121.8175,-76.5089,9.8300,$(2.9\pm0.41)	imes10^{-12}$,0.6934,0.3066
4FGL J2201.0-5907,330.2553,-59.1167,6.0000,$(0.6\pm0.19)	imes10^{-12}$,0.6927,0.3073
