Source Name,RA,Dec,Significance,Energy Flux,L_BL Lac,L_FSRQ
4FGL J2042.1+4209,310.5460,42.1578,10.8300,$(14.2\pm3.09)	imes10^{-12}$,0.1042,0.8958
4FGL J0012.0+7043,3.0032,70.7326,9.3900,$(5.2\pm0.83)	imes10^{-12}$,0.1048,0.8952
4FGL J1738.0+8717,264.5009,87.2851,9.8200,$(2.3\pm0.32)	imes10^{-12}$,0.1053,0.8947
4FGL J1259.5+2332,194.8872,23.5491,4.0000,$(1.9\pm0.50)	imes10^{-12}$,0.1057,0.8943
4FGL J0836.2+2141,129.0511,21.6971,11.0600,$(4.2\pm0.43)	imes10^{-12}$,0.1070,0.8930
4FGL J1606.8-0351,241.7117,-3.8625,6.4100,$(3.0\pm0.57)	imes10^{-12}$,0.1074,0.8926
4FGL J1420.9-7920,215.2366,-79.3494,13.7800,$(5.3\pm0.77)	imes10^{-12}$,0.1089,0.8911
4FGL J1349.5-7153,207.3767,-71.8837,6.9100,$(3.2\pm0.64)	imes10^{-12}$,0.1091,0.8909
4FGL J1035.1-0608,158.7775,-6.1406,4.1600,$(1.4\pm0.38)	imes10^{-12}$,0.1093,0.8907
4FGL J1525.7-4334,231.4281,-43.5747,5.3500,$(2.3\pm0.70)	imes10^{-12}$,0.1094,0.8906
4FGL J0010.8-2154,2.7174,-21.9004,6.0800,$(1.6\pm0.31)	imes10^{-12}$,0.1098,0.8902
4FGL J0750.0+8238,117.5109,82.6382,4.9000,$(1.4\pm0.31)	imes10^{-12}$,0.1101,0.8899
4FGL J0941.7+4125,145.4500,41.4216,9.2900,$(1.9\pm0.36)	imes10^{-12}$,0.1103,0.8897
4FGL J2133.0+2610,323.2501,26.1788,5.7500,$(2.5\pm0.74)	imes10^{-12}$,0.1132,0.8868
4FGL J0612.5-3934,93.1416,-39.5824,5.6600,$(2.1\pm0.44)	imes10^{-12}$,0.1145,0.8855
4FGL J0840.9-7044,130.2395,-70.7487,4.5300,$(1.8\pm0.46)	imes10^{-12}$,0.1161,0.8839
4FGL J0740.0-0753,115.0209,-7.8985,5.8600,$(3.0\pm0.57)	imes10^{-12}$,0.1163,0.8837
4FGL J1150.6-4823,177.6627,-48.3905,13.8500,$(4.1\pm0.50)	imes10^{-12}$,0.1165,0.8835
4FGL J0319.9-3821,49.9975,-38.3577,7.1300,$(2.0\pm0.32)	imes10^{-12}$,0.1167,0.8833
4FGL J0542.9-0913,85.7409,-9.2208,14.3400,$(14.8\pm1.53)	imes10^{-12}$,0.1180,0.8820
4FGL J1347.4+7309,206.8557,73.1545,4.2700,$(1.4\pm0.32)	imes10^{-12}$,0.1181,0.8819
4FGL J0939.3-1732,144.8360,-17.5418,13.0300,$(4.5\pm0.45)	imes10^{-12}$,0.1181,0.8819
4FGL J2317.0+3756,349.2678,37.9375,6.5700,$(3.2\pm0.52)	imes10^{-12}$,0.1185,0.8815
4FGL J1337.9-1956,204.4883,-19.9450,4.5400,$(2.2\pm0.57)	imes10^{-12}$,0.1189,0.8811
4FGL J0519.0+0851,79.7736,8.8625,11.4900,$(8.5\pm1.26)	imes10^{-12}$,0.1212,0.8788
4FGL J1532.7-1319,233.1972,-13.3261,77.5400,$(42.4\pm1.17)	imes10^{-12}$,0.1217,0.8783
4FGL J1742.4-1518,265.6097,-15.3079,6.2200,$(3.8\pm1.05)	imes10^{-12}$,0.1264,0.8736
4FGL J1532.7+2342,233.1866,23.7080,7.2400,$(3.1\pm0.51)	imes10^{-12}$,0.1273,0.8727
4FGL J2311.7+2604,347.9308,26.0831,11.3200,$(4.0\pm0.45)	imes10^{-12}$,0.1291,0.8709
4FGL J1101.3+7017,165.3454,70.2975,7.4800,$(3.5\pm1.00)	imes10^{-12}$,0.1312,0.8688
4FGL J1743.9-1824,265.9848,-18.4132,9.1800,$(5.0\pm0.93)	imes10^{-12}$,0.1316,0.8684
4FGL J0453.9+3727,73.4897,37.4568,4.0800,$(2.6\pm0.71)	imes10^{-12}$,0.1322,0.8678
4FGL J0552.8+0313,88.2180,3.2322,8.3000,$(6.7\pm1.34)	imes10^{-12}$,0.1328,0.8672
4FGL J0510.4-1809,77.6116,-18.1643,6.7000,$(2.4\pm0.40)	imes10^{-12}$,0.1330,0.8670
4FGL J1715.0+2616,258.7694,26.2700,3.9100,$(1.5\pm0.39)	imes10^{-12}$,0.1336,0.8664
4FGL J1712.5-3142,258.1404,-31.7020,6.0700,$(5.7\pm1.66)	imes10^{-12}$,0.1338,0.8662
4FGL J2213.9+5948c,333.4995,59.8056,4.0500,$(4.9\pm1.52)	imes10^{-12}$,0.1340,0.8660
4FGL J2327.5-3259,351.8825,-32.9869,8.9300,$(1.9\pm0.40)	imes10^{-12}$,0.1341,0.8659
4FGL J1356.2-2454,209.0635,-24.9101,4.6400,$(2.1\pm0.45)	imes10^{-12}$,0.1356,0.8644
4FGL J1644.5-4602c,251.1440,-46.0478,7.4800,$(19.3\pm6.76)	imes10^{-12}$,0.1368,0.8632
4FGL J2136.2-0642,324.0709,-6.7163,6.1600,$(2.5\pm0.45)	imes10^{-12}$,0.1376,0.8624
4FGL J0846.5-2609,131.6416,-26.1600,7.7400,$(2.3\pm0.53)	imes10^{-12}$,0.1377,0.8623
4FGL J0922.6+4454,140.6588,44.9131,6.3100,$(4.6\pm1.81)	imes10^{-12}$,0.1379,0.8621
4FGL J0041.3+6052,10.3430,60.8783,12.3300,$(7.8\pm1.34)	imes10^{-12}$,0.1390,0.8610
4FGL J1747.6-4211,266.9087,-42.1929,6.7700,$(3.2\pm0.81)	imes10^{-12}$,0.1396,0.8604
4FGL J0733.5-5445,113.3852,-54.7593,16.9300,$(5.7\pm0.46)	imes10^{-12}$,0.1405,0.8595
4FGL J1912.0+1612,288.0206,16.2021,3.7600,$(4.8\pm1.45)	imes10^{-12}$,0.1418,0.8582
4FGL J0902.5-4801,135.6467,-48.0226,7.1900,$(11.3\pm2.86)	imes10^{-12}$,0.1420,0.8580
4FGL J1705.3-6946,256.3427,-69.7753,4.6500,$(2.0\pm0.46)	imes10^{-12}$,0.1426,0.8574
4FGL J1915.3+1149,288.8357,11.8178,11.3500,$(23.1\pm4.90)	imes10^{-12}$,0.1428,0.8572
4FGL J0720.0-3507,110.0044,-35.1226,7.2400,$(3.7\pm0.60)	imes10^{-12}$,0.1434,0.8566
4FGL J1626.4+1820,246.6102,18.3374,4.8300,$(2.0\pm0.48)	imes10^{-12}$,0.1446,0.8554
4FGL J1053.9+8628,163.4904,86.4725,5.5900,$(1.9\pm0.49)	imes10^{-12}$,0.1450,0.8550
4FGL J0128.2-1722,22.0504,-17.3752,4.7800,$(1.7\pm0.42)	imes10^{-12}$,0.1460,0.8540
4FGL J2013.0-3717,303.2664,-37.2936,8.4200,$(3.5\pm0.49)	imes10^{-12}$,0.1470,0.8530
4FGL J0643.2-5356,100.8154,-53.9364,9.6100,$(3.1\pm0.40)	imes10^{-12}$,0.1474,0.8526
4FGL J0401.3+0412,60.3388,4.2119,7.0400,$(3.8\pm0.61)	imes10^{-12}$,0.1479,0.8521
4FGL J1428.1+1629,217.0469,16.4908,11.5000,$(4.5\pm0.48)	imes10^{-12}$,0.1493,0.8507
4FGL J0626.8-2603,96.7166,-26.0581,4.0600,$(1.9\pm0.48)	imes10^{-12}$,0.1519,0.8481
4FGL J1907.7-1232,286.9402,-12.5382,4.9600,$(3.4\pm0.83)	imes10^{-12}$,0.1522,0.8478
4FGL J0603.0-2936,90.7622,-29.6108,4.5200,$(1.6\pm0.37)	imes10^{-12}$,0.1533,0.8467
4FGL J1949.4+1247,297.3707,12.7931,3.9000,$(2.7\pm1.00)	imes10^{-12}$,0.1544,0.8456
4FGL J1101.5+3904,165.3781,39.0694,5.7800,$(3.2\pm0.66)	imes10^{-12}$,0.1570,0.8430
4FGL J0321.3+0425,50.3260,4.4275,5.2200,$(2.5\pm0.57)	imes10^{-12}$,0.1585,0.8415
4FGL J1617.2-2535,244.3230,-25.5987,5.9800,$(3.4\pm0.89)	imes10^{-12}$,0.1594,0.8406
4FGL J0511.4-6804,77.8515,-68.0830,5.7800,$(2.1\pm0.48)	imes10^{-12}$,0.1603,0.8397
4FGL J1631.0-5302,247.7563,-53.0406,6.6600,$(8.5\pm1.68)	imes10^{-12}$,0.1605,0.8395
4FGL J0244.7+1316,41.1920,13.2799,7.6000,$(1.9\pm0.67)	imes10^{-12}$,0.1606,0.8394
4FGL J0521.8+5658c,80.4529,56.9669,4.5200,$(2.5\pm0.67)	imes10^{-12}$,0.1609,0.8391
4FGL J0210.5-1445,32.6287,-14.7602,4.5500,$(1.1\pm0.28)	imes10^{-12}$,0.1625,0.8375
4FGL J2139.2-2214,324.8211,-22.2461,6.9500,$(2.6\pm0.44)	imes10^{-12}$,0.1627,0.8373
4FGL J2108.3-4824,317.0893,-48.4087,3.2000,$(1.5\pm0.53)	imes10^{-12}$,0.1628,0.8372
4FGL J2215.4+6105,333.8724,61.0863,6.1500,$(5.2\pm1.54)	imes10^{-12}$,0.1631,0.8369
4FGL J0110.3-0431,17.5797,-4.5267,5.1800,$(1.8\pm0.41)	imes10^{-12}$,0.1640,0.8360
4FGL J0126.5-1553,21.6487,-15.8849,4.7600,$(1.6\pm0.35)	imes10^{-12}$,0.1647,0.8353
4FGL J0812.5+0711,123.1443,7.1939,5.8800,$(2.1\pm0.41)	imes10^{-12}$,0.1666,0.8334
4FGL J1340.1+3857,205.0427,38.9623,6.8400,$(1.9\pm0.30)	imes10^{-12}$,0.1670,0.8330
4FGL J2119.5-4541,319.8817,-45.6947,4.1500,$(1.7\pm0.47)	imes10^{-12}$,0.1673,0.8327
4FGL J0009.8-6358,2.4743,-63.9696,4.4200,$(1.5\pm0.33)	imes10^{-12}$,0.1673,0.8327
4FGL J1127.3+3755,171.8378,37.9236,4.8300,$(2.1\pm0.58)	imes10^{-12}$,0.1680,0.8320
4FGL J1523.2-3941,230.8164,-39.6910,5.2300,$(1.9\pm0.53)	imes10^{-12}$,0.1684,0.8316
4FGL J1149.1+2819,177.2770,28.3304,5.6500,$(1.4\pm0.30)	imes10^{-12}$,0.1685,0.8315
4FGL J1131.4-0504,172.8749,-5.0730,9.5200,$(2.5\pm0.54)	imes10^{-12}$,0.1704,0.8296
4FGL J2120.7+4428,320.1938,44.4813,4.7700,$(3.7\pm0.95)	imes10^{-12}$,0.1719,0.8281
4FGL J1445.2-1954,221.3049,-19.9013,4.9100,$(1.9\pm0.43)	imes10^{-12}$,0.1722,0.8278
4FGL J1756.9+1531,269.2398,15.5215,5.4200,$(2.2\pm0.47)	imes10^{-12}$,0.1723,0.8277
4FGL J0603.9+2159,90.9815,21.9848,11.2000,$(10.1\pm1.49)	imes10^{-12}$,0.1733,0.8267
4FGL J1002.3-1200,150.5962,-12.0060,4.1800,$(1.3\pm0.36)	imes10^{-12}$,0.1740,0.8260
4FGL J1129.5+3034,172.3804,30.5789,8.5300,$(2.5\pm0.36)	imes10^{-12}$,0.1744,0.8256
4FGL J1153.3-1104,178.3423,-11.0787,31.4300,$(13.0\pm0.73)	imes10^{-12}$,0.1773,0.8227
4FGL J1701.7-5621,255.4389,-56.3588,4.8500,$(3.2\pm0.96)	imes10^{-12}$,0.1780,0.8220
4FGL J0958.1-6753,149.5343,-67.8936,5.3600,$(1.9\pm0.52)	imes10^{-12}$,0.1788,0.8212
4FGL J1837.0+5347,279.2555,53.7951,13.0800,$(4.4\pm0.41)	imes10^{-12}$,0.1790,0.8210
4FGL J0111.5-2546,17.8966,-25.7778,4.4000,$(1.4\pm0.36)	imes10^{-12}$,0.1797,0.8203
4FGL J1720.2+3824,260.0746,38.4135,7.6500,$(2.6\pm0.41)	imes10^{-12}$,0.1800,0.8200
4FGL J0003.3-1928,0.8465,-19.4676,16.5800,$(3.2\pm0.43)	imes10^{-12}$,0.2759,0.7241
4FGL J0014.9+3212,3.7268,32.2162,15.1600,$(4.8\pm0.48)	imes10^{-12}$,0.2006,0.7994
4FGL J0019.2-5640,4.8106,-56.6826,13.3500,$(3.1\pm0.31)	imes10^{-12}$,0.2969,0.7031
4FGL J0035.0-5728,8.7521,-57.4714,6.8500,$(1.5\pm0.36)	imes10^{-12}$,0.3228,0.6772
4FGL J0036.8+1431,9.2162,14.5300,4.6600,$(1.6\pm0.43)	imes10^{-12}$,0.4031,0.5969
4FGL J0036.9+1832,9.2340,18.5424,10.3300,$(3.8\pm0.43)	imes10^{-12}$,0.3559,0.6441
4FGL J0054.8-1954,13.7039,-19.9120,4.8800,$(1.4\pm0.31)	imes10^{-12}$,0.3738,0.6262
4FGL J0102.1+5846,15.5371,58.7781,4.2300,$(2.4\pm0.92)	imes10^{-12}$,0.4049,0.5951
4FGL J0107.6+4950,16.9067,49.8415,4.3800,$(1.7\pm0.53)	imes10^{-12}$,0.2150,0.7850
4FGL J0119.4-5354,19.8696,-53.9160,8.4700,$(2.2\pm0.31)	imes10^{-12}$,0.3856,0.6144
4FGL J0119.9+4053,19.9988,40.8911,3.4000,$(0.9\pm0.27)	imes10^{-12}$,0.3143,0.6857
4FGL J0128.3+5710,22.0835,57.1700,5.9300,$(2.5\pm0.63)	imes10^{-12}$,0.2374,0.7626
4FGL J0135.0+5338,23.7639,53.6351,7.1400,$(1.6\pm0.38)	imes10^{-12}$,0.3214,0.6786
4FGL J0145.9+2319,26.4827,23.3329,6.8500,$(2.9\pm0.48)	imes10^{-12}$,0.3204,0.6796
4FGL J0150.5-3337,27.6429,-33.6203,4.3800,$(1.2\pm0.29)	imes10^{-12}$,0.1826,0.8174
4FGL J0151.7+5455,27.9312,54.9172,6.6700,$(3.3\pm0.58)	imes10^{-12}$,0.2264,0.7736
4FGL J0152.2+3714,28.0631,37.2341,7.9500,$(2.5\pm0.38)	imes10^{-12}$,0.2925,0.7075
4FGL J0202.3-0605,30.5758,-6.0977,4.1800,$(1.2\pm0.30)	imes10^{-12}$,0.4237,0.5763
4FGL J0207.5-1049,31.8873,-10.8192,4.8200,$(1.5\pm0.42)	imes10^{-12}$,0.2572,0.7428
4FGL J0223.5-0928,35.8995,-9.4810,10.9400,$(2.6\pm0.44)	imes10^{-12}$,0.2168,0.7832
4FGL J0225.6-4502,36.4048,-45.0366,7.1400,$(2.5\pm0.42)	imes10^{-12}$,0.1962,0.8038
4FGL J0226.3-1845,36.5838,-18.7630,6.3200,$(1.6\pm0.38)	imes10^{-12}$,0.1826,0.8174
4FGL J0227.0-1739,36.7591,-17.6637,5.1700,$(2.1\pm0.44)	imes10^{-12}$,0.1892,0.8108
4FGL J0227.8+2246,36.9544,22.7775,8.2100,$(3.2\pm0.49)	imes10^{-12}$,0.2646,0.7354
4FGL J0228.5-2234,37.1313,-22.5820,4.7600,$(1.3\pm0.29)	imes10^{-12}$,0.4007,0.5993
4FGL J0230.0-5236,37.5205,-52.6054,4.4600,$(1.2\pm0.29)	imes10^{-12}$,0.2682,0.7318
4FGL J0239.5+1326,39.8847,13.4366,5.3400,$(2.1\pm0.48)	imes10^{-12}$,0.1897,0.8103
4FGL J0243.7+0321,40.9314,3.3600,4.2600,$(1.4\pm0.36)	imes10^{-12}$,0.2966,0.7034
4FGL J0254.5-7511,43.6356,-75.1938,5.3700,$(1.8\pm0.35)	imes10^{-12}$,0.3182,0.6818
4FGL J0301.9-2731,45.4991,-27.5302,9.7400,$(2.6\pm0.31)	imes10^{-12}$,0.4272,0.5728
4FGL J0310.8-1041,47.7105,-10.6866,5.2500,$(1.6\pm0.36)	imes10^{-12}$,0.4095,0.5905
4FGL J0324.3-1313,51.0976,-13.2210,5.0700,$(2.0\pm0.41)	imes10^{-12}$,0.3220,0.6780
4FGL J0328.9+3514,52.2433,35.2489,4.1200,$(2.7\pm0.68)	imes10^{-12}$,0.2952,0.7048
4FGL J0331.1-5243,52.7937,-52.7326,4.1900,$(1.0\pm0.25)	imes10^{-12}$,0.1873,0.8127
4FGL J0344.2+3203c,56.0715,32.0555,7.9200,$(7.7\pm1.76)	imes10^{-12}$,0.3159,0.6841
4FGL J0347.7-3616,56.9470,-36.2808,13.3800,$(3.2\pm0.32)	imes10^{-12}$,0.2024,0.7976
4FGL J0350.6-3226,57.6594,-32.4473,7.2800,$(1.9\pm0.31)	imes10^{-12}$,0.3242,0.6758
4FGL J0352.0-2516,58.0034,-25.2733,4.5000,$(1.3\pm0.36)	imes10^{-12}$,0.2611,0.7389
4FGL J0402.0+2737,60.5119,27.6204,7.2400,$(3.0\pm0.55)	imes10^{-12}$,0.2785,0.7215
4FGL J0404.3-1559,61.0786,-15.9993,4.8200,$(1.2\pm0.30)	imes10^{-12}$,0.4082,0.5918
4FGL J0410.9+4216,62.7360,42.2777,16.2900,$(6.5\pm0.85)	imes10^{-12}$,0.2318,0.7682
4FGL J0416.0-4743,64.0030,-47.7333,3.8000,$(1.0\pm0.25)	imes10^{-12}$,0.2274,0.7726
4FGL J0416.4-2059,64.1224,-20.9869,4.2600,$(1.5\pm0.35)	imes10^{-12}$,0.3879,0.6121
4FGL J0418.1-0252,64.5321,-2.8795,28.6600,$(8.0\pm0.70)	imes10^{-12}$,0.2355,0.7645
4FGL J0428.7-5003,67.1923,-50.0654,4.4300,$(1.2\pm0.27)	imes10^{-12}$,0.2820,0.7180
4FGL J0430.3+1654,67.5901,16.9093,12.8000,$(7.5\pm0.81)	imes10^{-12}$,0.3197,0.6803
4FGL J0436.7-7148,69.1785,-71.8014,9.1500,$(2.8\pm0.39)	imes10^{-12}$,0.4134,0.5866
4FGL J0437.2-5846,69.3164,-58.7773,4.4700,$(1.4\pm0.35)	imes10^{-12}$,0.3261,0.6739
4FGL J0502.5+3438,75.6366,34.6338,25.6800,$(15.0\pm1.19)	imes10^{-12}$,0.3560,0.6440
4FGL J0512.8+4041,78.2186,40.6945,17.5200,$(10.2\pm0.81)	imes10^{-12}$,0.3072,0.6928
4FGL J0524.6-2819,81.1732,-28.3288,5.4200,$(1.1\pm0.41)	imes10^{-12}$,0.1829,0.8171
4FGL J0532.7+5749,83.1939,57.8238,4.8800,$(2.3\pm0.58)	imes10^{-12}$,0.3625,0.6375
4FGL J0540.0+1209,85.0078,12.1510,7.7800,$(3.8\pm0.70)	imes10^{-12}$,0.4328,0.5672
4FGL J0559.7-1817,89.9458,-18.2984,4.2600,$(1.7\pm0.43)	imes10^{-12}$,0.3945,0.6055
4FGL J0602.8+6041,90.7229,60.6965,4.3300,$(1.4\pm0.37)	imes10^{-12}$,0.3759,0.6241
4FGL J0604.5-4851,91.1392,-48.8577,4.7600,$(1.3\pm0.33)	imes10^{-12}$,0.1880,0.8120
4FGL J0609.5+1402,92.3996,14.0395,6.4900,$(6.5\pm1.46)	imes10^{-12}$,0.1910,0.8090
4FGL J0618.9-1138,94.7482,-11.6360,6.2100,$(4.8\pm0.96)	imes10^{-12}$,0.2595,0.7405
4FGL J0622.9+3326,95.7296,33.4335,54.3200,$(29.8\pm1.11)	imes10^{-12}$,0.3205,0.6795
4FGL J0628.6-6711,97.1520,-67.1871,4.6600,$(1.7\pm0.40)	imes10^{-12}$,0.2923,0.7077
4FGL J0631.1+2020,97.7766,20.3406,14.2800,$(5.3\pm0.98)	imes10^{-12}$,0.1887,0.8113
4FGL J0651.5+7956,102.8887,79.9476,6.3500,$(1.5\pm0.29)	imes10^{-12}$,0.3168,0.6832
4FGL J0652.5+1932,103.1448,19.5486,6.5800,$(2.0\pm0.59)	imes10^{-12}$,0.1863,0.8137
4FGL J0709.0+4304,107.2562,43.0755,4.2600,$(0.9\pm0.32)	imes10^{-12}$,0.3483,0.6517
4FGL J0743.3-4912c,115.8340,-49.2143,6.9800,$(3.9\pm0.68)	imes10^{-12}$,0.3629,0.6371
4FGL J0747.6+7209,116.9239,72.1649,6.5000,$(1.9\pm0.38)	imes10^{-12}$,0.2620,0.7380
4FGL J0753.9+0923,118.4907,9.3904,7.9000,$(1.9\pm0.47)	imes10^{-12}$,0.1882,0.8118
4FGL J0801.3+6631,120.3311,66.5331,9.6800,$(2.9\pm0.35)	imes10^{-12}$,0.3789,0.6211
4FGL J0804.5+0414,121.1328,4.2393,12.0000,$(3.6\pm0.52)	imes10^{-12}$,0.1886,0.8114
4FGL J0821.1+1007,125.2993,10.1287,6.6400,$(2.0\pm0.37)	imes10^{-12}$,0.3451,0.6549
4FGL J0828.6-0747,127.1700,-7.7908,7.5800,$(1.8\pm0.35)	imes10^{-12}$,0.3093,0.6907
4FGL J0831.4+2631,127.8737,26.5248,7.1200,$(2.6\pm0.41)	imes10^{-12}$,0.2040,0.7960
4FGL J0843.0-0853,130.7739,-8.8878,5.1500,$(1.2\pm0.36)	imes10^{-12}$,0.3837,0.6163
4FGL J0849.8-3541,132.4516,-35.6877,20.3300,$(9.5\pm0.97)	imes10^{-12}$,0.2035,0.7965
4FGL J0852.9-3824,133.2476,-38.4025,5.0000,$(1.8\pm0.66)	imes10^{-12}$,0.2359,0.7641
4FGL J0912.2-2751,138.0652,-27.8568,10.4000,$(4.1\pm0.55)	imes10^{-12}$,0.2199,0.7801
4FGL J0921.2-8211,140.3211,-82.1859,8.5600,$(1.9\pm0.36)	imes10^{-12}$,0.3550,0.6450
4FGL J0930.9-1015,142.7404,-10.2565,11.2500,$(3.0\pm0.45)	imes10^{-12}$,0.2392,0.7608
4FGL J0940.7-6105,145.1788,-61.0855,8.4000,$(4.0\pm0.81)	imes10^{-12}$,0.2779,0.7221
4FGL J0948.6-0338,147.1741,-3.6432,5.3500,$(1.7\pm0.36)	imes10^{-12}$,0.4176,0.5824
4FGL J1012.3-1232,153.0773,-12.5498,5.1500,$(2.0\pm0.42)	imes10^{-12}$,0.2614,0.7386
4FGL J1034.0-2547,158.5094,-25.7930,4.1500,$(1.6\pm0.40)	imes10^{-12}$,0.2228,0.7772
4FGL J1035.3+5541,158.8415,55.6981,7.2600,$(1.8\pm0.30)	imes10^{-12}$,0.4086,0.5914
4FGL J1041.3-6437,160.3350,-64.6169,6.7900,$(3.4\pm0.91)	imes10^{-12}$,0.2555,0.7445
4FGL J1054.2+3926,163.5582,39.4352,7.9800,$(2.5\pm0.38)	imes10^{-12}$,0.3754,0.6246
4FGL J1104.9+5748,166.2395,57.8079,6.8200,$(1.8\pm0.31)	imes10^{-12}$,0.2143,0.7857
4FGL J1113.6-1920,168.4048,-19.3359,4.9700,$(1.8\pm0.40)	imes10^{-12}$,0.2137,0.7863
4FGL J1116.3-4000,169.0942,-40.0046,4.5600,$(1.4\pm0.34)	imes10^{-12}$,0.3930,0.6070
4FGL J1117.6+0217,169.4080,2.2950,5.6100,$(2.0\pm0.44)	imes10^{-12}$,0.1844,0.8156
4FGL J1120.6+0713,170.1542,7.2245,27.0400,$(6.0\pm0.46)	imes10^{-12}$,0.4269,0.5731
4FGL J1129.2-1014,172.3013,-10.2491,5.0300,$(1.3\pm0.33)	imes10^{-12}$,0.3773,0.6227
4FGL J1136.3-0501,174.0776,-5.0295,6.0000,$(3.7\pm0.72)	imes10^{-12}$,0.1948,0.8052
4FGL J1136.8-7413,174.2186,-74.2323,20.9200,$(8.3\pm0.71)	imes10^{-12}$,0.2693,0.7307
4FGL J1146.4-3327,176.6059,-33.4611,5.1400,$(1.3\pm0.38)	imes10^{-12}$,0.3979,0.6021
4FGL J1149.5-4029,177.3865,-40.4910,11.3500,$(4.0\pm0.54)	imes10^{-12}$,0.1856,0.8144
4FGL J1155.8-1217,178.9688,-12.2848,5.0600,$(1.9\pm0.41)	imes10^{-12}$,0.3246,0.6754
4FGL J1156.6+0640,179.1636,6.6728,5.3400,$(1.5\pm0.33)	imes10^{-12}$,0.3207,0.6793
4FGL J1202.9+5141,180.7372,51.6899,4.8200,$(1.3\pm0.34)	imes10^{-12}$,0.2393,0.7607
4FGL J1203.3+1119,180.8327,11.3231,5.9500,$(2.2\pm0.45)	imes10^{-12}$,0.2046,0.7954
4FGL J1205.8+3321,181.4595,33.3546,6.3400,$(1.8\pm0.34)	imes10^{-12}$,0.3015,0.6985
4FGL J1208.8-1751,182.2093,-17.8665,5.6800,$(0.9\pm0.27)	imes10^{-12}$,0.2828,0.7172
4FGL J1211.0-3800,182.7621,-38.0156,8.6300,$(3.0\pm0.42)	imes10^{-12}$,0.1970,0.8030
4FGL J1212.1+6412,183.0372,64.2019,5.3600,$(2.1\pm0.41)	imes10^{-12}$,0.1921,0.8079
4FGL J1225.5-2851,186.3922,-28.8625,7.4500,$(1.9\pm0.49)	imes10^{-12}$,0.3739,0.6261
4FGL J1241.3+4236,190.3411,42.6060,6.8200,$(1.9\pm0.31)	imes10^{-12}$,0.1911,0.8089
4FGL J1244.2-4956,191.0558,-49.9437,10.5800,$(4.6\pm0.57)	imes10^{-12}$,0.3489,0.6511
4FGL J1248.9+4840,192.2443,48.6700,8.3600,$(2.0\pm0.29)	imes10^{-12}$,0.3183,0.6817
4FGL J1308.4-6706,197.1104,-67.1081,16.6600,$(8.4\pm1.13)	imes10^{-12}$,0.2925,0.7075
4FGL J1311.8+2057,197.9666,20.9585,3.7700,$(1.9\pm0.41)	imes10^{-12}$,0.1906,0.8094
4FGL J1312.6+4828,198.1694,48.4701,65.3500,$(19.1\pm0.74)	imes10^{-12}$,0.4021,0.5979
4FGL J1315.4+8453,198.8673,84.8871,5.6500,$(2.0\pm0.39)	imes10^{-12}$,0.1806,0.8194
4FGL J1315.9-6349c,198.9926,-63.8294,5.2400,$(9.9\pm2.71)	imes10^{-12}$,0.3870,0.6130
4FGL J1317.1+6613,199.2822,66.2220,4.6500,$(1.2\pm0.29)	imes10^{-12}$,0.2664,0.7336
4FGL J1327.0+3154,201.7683,31.9013,4.2200,$(1.1\pm0.33)	imes10^{-12}$,0.3340,0.6660
4FGL J1402.5-1827,210.6398,-18.4626,7.5900,$(3.6\pm0.54)	imes10^{-12}$,0.3796,0.6204
4FGL J1408.7+3617,212.1754,36.2885,5.0200,$(1.3\pm0.32)	imes10^{-12}$,0.3120,0.6880
4FGL J1412.2+2132,213.0705,21.5425,4.7400,$(1.5\pm0.33)	imes10^{-12}$,0.2056,0.7944
4FGL J1419.6-5153,214.9222,-51.8901,14.5800,$(8.6\pm1.09)	imes10^{-12}$,0.2007,0.7993
4FGL J1421.1-4614,215.2851,-46.2445,10.9800,$(3.9\pm0.66)	imes10^{-12}$,0.3136,0.6864
4FGL J1421.1-1120,215.2872,-11.3393,13.1100,$(4.0\pm0.56)	imes10^{-12}$,0.3959,0.6041
4FGL J1446.0-3039,221.5226,-30.6618,4.7100,$(2.1\pm0.45)	imes10^{-12}$,0.3808,0.6192
4FGL J1451.5+1415,222.8878,14.2612,11.4900,$(3.7\pm0.40)	imes10^{-12}$,0.3918,0.6082
4FGL J1457.3-4246,224.3437,-42.7755,23.4100,$(12.0\pm0.71)	imes10^{-12}$,0.2280,0.7720
4FGL J1459.0-5353,224.7741,-53.8928,5.1700,$(4.4\pm1.06)	imes10^{-12}$,0.3259,0.6741
4FGL J1502.5+5552,225.6257,55.8797,10.4200,$(2.1\pm0.40)	imes10^{-12}$,0.3899,0.6101
4FGL J1510.4-3017,227.6063,-30.2936,4.5800,$(3.0\pm0.70)	imes10^{-12}$,0.2987,0.7013
4FGL J1514.6-2044,228.6619,-20.7478,7.4600,$(3.2\pm0.50)	imes10^{-12}$,0.2943,0.7057
4FGL J1523.2+2818,230.8247,28.3127,4.4300,$(1.6\pm0.38)	imes10^{-12}$,0.1812,0.8188
4FGL J1530.5-3026,232.6468,-30.4437,8.0000,$(3.0\pm0.50)	imes10^{-12}$,0.4044,0.5956
4FGL J1540.4+6606,235.1056,66.1007,5.6000,$(1.8\pm0.37)	imes10^{-12}$,0.1940,0.8060
4FGL J1548.3+6615,237.0982,66.2639,3.8500,$(1.0\pm0.34)	imes10^{-12}$,0.2845,0.7155
